


/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:591: warning: The prover cannot establish an assertion (Postcondition: /home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:521: ) in method driverStack
		return output;
		^
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:521: warning: Associated declaration: /home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:591: 
	  @	ensures \result == \old (stack.getElem(stack.top) + stack.getElem(stack.top - 1));
			VALUE: top	 === 1
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	InvariantLeaveCaller assertion: `conditionalResult_22703
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!22
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !\old(_JML__tmp22708 != null, \Old) || \old(_JML__tmp22708 != null, \Old)
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	InvariantLeaveCaller assertion: _JML__tmp22711
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 1
			VALUE: -1 <= top	 === true
			VALUE: top	 === 1
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	InvariantEntrance assertion: `conditionalResult_22715
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!22
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !\old(_JML__tmp22720 != null, \Old) || \old(_JML__tmp22720 != null, \Old)
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	InvariantEntrance assertion: _JML__tmp22723
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:148:  	requires 0 <= i && i <= top; 
			VALUE: 0	 === 0
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:148:  	UndefinedCalledMethodPrecondition assertion: _$CPRE__414
			VALUE: _$CPRE__414	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 1
			VALUE: -1 <= top	 === true
			VALUE: top	 === 1
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
			VALUE: -1 <= top && top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!22
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !\old(_JML__tmp22740 != null, \Old) || \old(_JML__tmp22740 != null, \Old)
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:149:  	UndefinedNullDeReference assertion: !(_JML__tmp22725 && \old(_JML__tmp22744 != null, \Old)) || \old(_JML__tmp22744 != null, \Old)
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:149:  	UndefinedNegativeIndex assertion: !(_JML__tmp22725 && \old(_JML__tmp22744 != null, \Old)) || \old(0 <= _JML__tmp22698, \Old)
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:149:  	UndefinedTooLargeIndex assertion: !(_JML__tmp22725 && \old(_JML__tmp22744 != null, \Old)) || \old(_JML__tmp22744.length > _JML__tmp22698, \Old)
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:521:  	ensures \result == \old(stack.getElem(stack.top) + stack.getElem(stack.top - 1)); 
			VALUE: \result	 === 0
			VALUE: stack	 === REF!val!17
			VALUE: stack.top	 === 1
			VALUE: stack.getElem(stack.top)	 === 2147483646
			VALUE: stack	 === REF!val!17
			VALUE: stack.top	 === 1
			VALUE: 1	 === 1
			VALUE: stack.top - 1	 === 0
			VALUE: stack.getElem(stack.top - 1)	 === 0
			VALUE: stack.getElem(stack.top) + stack.getElem(stack.top - 1)	 === 2147483646
			VALUE: \old(stack.getElem(stack.top) + stack.getElem(stack.top - 1))	 === 2147483646
			VALUE: \result == \old(stack.getElem(stack.top) + stack.getElem(stack.top - 1))	 === false
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:591:  Invalid assertion (Postcondition)
: /home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:521:  Associated location




/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:591: warning: The prover cannot establish an assertion (Postcondition: /home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:522: ) in method driverStack
		return output;
		^
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:522: warning: Associated declaration: /home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:591: 
	  @	ensures stack.top == \old (stack.top - 1);
	   	^

TRACE of StackQueue.driverStack(StackQueue.Stack,int,int)
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 21
			VALUE: -1 <= top	 === true
			VALUE: top	 === 21
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
			VALUE: -1 <= top && top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!22
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(stack.arr != null) || stack.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:550:  	requires stack != null; 
			VALUE: stack	 === REF!val!17
			VALUE: null	 === NULL
			VALUE: stack != null	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:498:  	requires 0 <= op && op < 9; 
			VALUE: 0	 === 0
			VALUE: op	 === 4
			VALUE: 0 <= op	 === true
			VALUE: op	 === 4
			VALUE: 9	 === 9
			VALUE: op < 9	 === true
			VALUE: 0 <= op && op < 9	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:500:  	requires op == 0 && !stack.isFull(); 
			VALUE: op	 === 4
			VALUE: 0	 === 0
			VALUE: op == 0	 === false
			VALUE: op == 0 && !stack.isFull()	 === false
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:550:  	requires stack != null; 
			VALUE: stack	 === REF!val!17
			VALUE: null	 === NULL
			VALUE: stack != null	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:498:  	requires 0 <= op && op < 9; 
			VALUE: 0	 === 0
			VALUE: op	 === 4
			VALUE: 0 <= op	 === true
			VALUE: op	 === 4
			VALUE: 9	 === 9
			VALUE: op < 9	 === true
			VALUE: 0 <= op && op < 9	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:504:  	requires op == 1 && !stack.isEmpty(); 
			VALUE: op	 === 4
			VALUE: 1	 === 1
			VALUE: op == 1	 === false
			VALUE: op == 1 && !stack.isEmpty()	 === false
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:550:  	requires stack != null; 
			VALUE: stack	 === REF!val!17
			VALUE: null	 === NULL
			VALUE: stack != null	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:498:  	requires 0 <= op && op < 9; 
			VALUE: 0	 === 0
			VALUE: op	 === 4
			VALUE: 0 <= op	 === true
			VALUE: op	 === 4
			VALUE: 9	 === 9
			VALUE: op < 9	 === true
			VALUE: 0 <= op && op < 9	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:509:  	requires op == 2; 
			VALUE: op	 === 4
			VALUE: 2	 === 2
			VALUE: op == 2	 === false
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:550:  	requires stack != null; 
			VALUE: stack	 === REF!val!17
			VALUE: null	 === NULL
			VALUE: stack != null	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:498:  	requires 0 <= op && op < 9; 
			VALUE: 0	 === 0
			VALUE: op	 === 4
			VALUE: 0 <= op	 === true
			VALUE: op	 === 4
			VALUE: 9	 === 9
			VALUE: op < 9	 === true
			VALUE: 0 <= op && op < 9	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:513:  	requires op == 3; 
			VALUE: op	 === 4
			VALUE: 3	 === 3
			VALUE: op == 3	 === false
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:550:  	requires stack != null; 
			VALUE: stack	 === REF!val!17
			VALUE: null	 === NULL
			VALUE: stack != null	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:498:  	requires 0 <= op && op < 9; 
			VALUE: 0	 === 0
			VALUE: op	 === 4
			VALUE: 0 <= op	 === true
			VALUE: op	 === 4
			VALUE: 9	 === 9
			VALUE: op < 9	 === true
			VALUE: 0 <= op && op < 9	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:517:  	requires op == 4 && 1 <= stack.top; 
			VALUE: op	 === 4
			VALUE: 4	 === 4
			VALUE: op == 4	 === true
			VALUE: 1	 === 1
			VALUE: stack.top	 === 21
			VALUE: 1 <= stack.top	 === true
			VALUE: op == 4 && 1 <= stack.top	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:517:  	UndefinedNullDeReference assertion: !(stack != null) || stack != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:518:  	requires Integer.MIN_VALUE <= stack.getElem(stack.top) + stack.getElem(stack.top - 1); 
			VALUE: Integer.MIN_VALUE	 === ( - 2147483648 )
			VALUE: stack	 === REF!val!17
			VALUE: stack.top	 === 21
			VALUE: stack.getElem(stack.top)	 === 0
			VALUE: stack	 === REF!val!17
			VALUE: stack.top	 === 21
			VALUE: 1	 === 1
			VALUE: stack.top - 1	 === 20
			VALUE: stack.getElem(stack.top - 1)	 === 0
			VALUE: stack.getElem(stack.top) + stack.getElem(stack.top - 1)	 === 0
			VALUE: Integer.MIN_VALUE <= stack.getElem(stack.top) + stack.getElem(stack.top - 1)	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:518:  	UndefinedNullDeReference assertion: !(stack != null && stack != null) || stack != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:518:  	UndefinedNullDeReference assertion: !(stack != null && stack != null) || _JML__tmp19110 != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 21
			VALUE: -1 <= top	 === true
			VALUE: top	 === 21
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	InvariantLeaveCaller assertion: `conditionalResult_19114
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!22
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(stack.arr != null) || stack.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	InvariantLeaveCaller assertion: _JML__tmp19122
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 21
			VALUE: -1 <= top	 === true
			VALUE: top	 === 21
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	InvariantEntrance assertion: `conditionalResult_19126
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!22
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(_JML__tmp19110.arr != null) || _JML__tmp19110.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	InvariantEntrance assertion: _JML__tmp19134
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:148:  	requires 0 <= i && i <= top; 
			VALUE: 0	 === 0
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:148:  	UndefinedCalledMethodPrecondition assertion: _$CPRE__340
			VALUE: _$CPRE__340	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 21
			VALUE: -1 <= top	 === true
			VALUE: top	 === 21
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
			VALUE: -1 <= top && top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!22
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(_JML__tmp19110.arr != null) || _JML__tmp19110.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:149:  	UndefinedNullDeReference assertion: !(_JML__tmp19136 && _JML__tmp19110.arr != null) || _JML__tmp19110.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:149:  	UndefinedNegativeIndex assertion: !(_JML__tmp19136 && _JML__tmp19110.arr != null) || 0 <= _JML__tmp19109
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:149:  	UndefinedTooLargeIndex assertion: !(_JML__tmp19136 && _JML__tmp19110.arr != null) || _JML__tmp19110.arr.length > _JML__tmp19109
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:518:  	UndefinedNullDeReference assertion: !(stack != null && stack != null) || stack != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:518:  	UndefinedNullDeReference assertion: !(stack != null && stack != null) || _JML__tmp19161 != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 21
			VALUE: -1 <= top	 === true
			VALUE: top	 === 21
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	InvariantLeaveCaller assertion: `conditionalResult_19165
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!22
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(stack.arr != null) || stack.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	InvariantLeaveCaller assertion: _JML__tmp19173
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	//@ public invariant -1 <= top && top < MAX; 
			VALUE: -1	 === ( - 1 )
			VALUE: top	 === 21
			VALUE: -1 <= top	 === true
			VALUE: top	 === 21
			VALUE: MAX	 === 100
			VALUE: top < MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:6:  	InvariantEntrance assertion: `conditionalResult_19177
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	//@ public invariant arr.length == MAX; 
			VALUE: arr	 === REF!val!22
			VALUE: arr.length	 === 100
			VALUE: MAX	 === 100
			VALUE: arr.length == MAX	 === true
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	UndefinedNullDeReference assertion: !(_JML__tmp19161.arr != null) || _JML__tmp19161.arr != null
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:9:  	InvariantEntrance assertion: _JML__tmp19185
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:148:  	requires 0 <= i && i <= top; 
			VALUE: 0	 === 0
/home/marloncalvo/workspace/buggyjavajml/NotVerifiedCounterExamples/Overfitting/ArjaE/StackQueue/bug61/Repaired/StackQueue.java:148:  	UndefinedCalledMethodPrecondition assertion: _$CPRE__341
